金隅万科朝南1居室采光好,,,,0,0
南河丽景 温馨小三室 家装带家具家电,璧山,71.8,7890 元/m²,0,0
330万在照母山光环购物中心旁 选 叠拼别墅    4房2厅,渝北,600,22388 元/m²,0,0
照母山5号线轻轨站旁 复式洋房小区  满五 送入户花园,渝北,262,14971 元/m²,1,0
大竹林天骄公园 一线江景两房139万 视野开阔 临近轻轨站,渝北,139,17821 元/m²,0,0
大竹林慈竹苑 精装三房98万 出门轻轨站 小区中庭位置安静,渝北,98,12099 元/m²,0,0
首创二期精装两房，自住装修，交通便利，,沙坪坝,137,17017 元/m²,0,1
万科悦峰精装小三房,渝北,180,19062 元/m²,0,0
东原D7小区商圈房一室一厅出售115万,江北,115,19224 元/m²,0,1
隆鑫爱琴海纯洋房 正规两房 精装 拎包入住,北碚,114,13388 元/m²,1,0
大石坝 一线江景大平层   视野开阔  户型方正 拎包入住,江北,176,10548 元/m²,0,0
清水跃层公寓诚心出售,北碚,43,10000 元/m²,0,0
轻轨站旁公寓，两室一厅，配套齐全，业主诚心出售 ,北碚,30,6977 元/m²,0,0
品质洋房，带车位诚心出售,北碚,138,15333 元/m²,0,0
近轻轨，品质洋房，户型方正，诚心出售,北碚,120,13953 元/m²,0,0
标准大三房，经济实用,北碚,130,14371 元/m²,0,0
轻轨站高品质洋房小区，住家装修，交通出行方便,北碚,115,13372 元/m²,0,0
亏本急售！ 渝北中航翡翠城，原价300万，现仅售270万,渝北,270,12273 元/m²,0,0
蔡家轻轨站旁边的洋房，小户型，空高5米可改，业主安心出售,北碚,85,14655 元/m²,0,0
蔡家轻轨站旁边的洋房，小户型，业主安心出售,北碚,100,14706 元/m²,0,0
隆鑫爱琴海洋房 清水  120万带车位出售,北碚,120,13953 元/m²,0,0
蔡家轻轨站旁，清水花园洋房，业主诚心出售,北碚,101,14760 元/m²,1,0
爱琴海物业租售中心服务费低至1.5%,北碚,138,15255 元/m²,0,0
此房已满2年，无增值税，纯洋房小区，物业服务好,北碚,200,15117 元/m²,0,0
爱琴海物业租售中心二手交易仅收1.5服务费,北碚,118,13710 元/m²,0,0
照母山悦峰三期精装两房,渝北,145,19039 元/m²,0,0
照母山精装两房,渝北,130,17067 元/m²,0,0
"万科御澜道 小高层户型朝向好 看小区中庭 环境优美
巴蜀指标",江北,225,24725 元/m²,0,0
锦春绿岛新城 正宗家装房 三室两厅两卫带家具家电,璧山,89.8,8018 元/m²,0,0
金科天元道砚北 带车位180万 三房看江景 采光通透洋房环境,渝北,180,19565 元/m²,0,0
江北大石坝轻轨站旁精装三房急售，超大露台赠送,江北,150,16484 元/m²,1,0
金隅万科朝南1居室采光好,,,,0,0
欧鹏御府 温馨两室两厅带衣帽间 两个露台,璧山,76.5,9935 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,112.9,14570 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,95,13515 元/m²,0,0
秀湖鹭岛望湖好户型 现代轻奢风格 温馨三室两厅,璧山,105,10500 元/m²,0,0
凤凰城 正四室两厅两卫 望中庭 全新家装带家具家电,璧山,105,8537 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，清水两房南北朝向。,九龙坡,90,11614 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，精装两房诚心出售。,九龙坡,110,14366 元/m²,0,0
九龙坡隆鑫西城汇次新小区，两房改三房南北朝向，看房方便。,九龙坡,108,15365 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，精装两房诚心出售。,九龙坡,95,13138 元/m²,0,0
九龙坡隆鑫西城汇次新小区，两房改三房南北朝向，看房方便。,九龙坡,113,14816 元/m²,0,0
九龙坡隆鑫西城汇次新小区，两房改三房南北朝向，看房方便。,九龙坡,115,15078 元/m²,0,0
九龙坡隆鑫西城汇次新小区，端头两房南北朝向，看房方便。,九龙坡,110,14304 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，精装两房诚心出售。,九龙坡,100,13158 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，精装两房，带小露台。,九龙坡,115,15025 元/m²,0,0
九龙坡隆鑫西城汇次新小区，两房改三房南北朝向，看房方便。,九龙坡,103,13553 元/m²,0,0
此房景观看洋房区，正规两房，新小区，朝中庭住家安静,渝北,174,21481 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,105,13654 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,100,13570 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，清水两房南北朝向。,九龙坡,95,13138 元/m²,0,0
cbd观湖苑  三室两厅二卫 全新精装房,璧山,102,9444 元/m²,0,0
凤凰城 正三室两厅两卫 品质家装房,璧山,87.8,9146 元/m²,0,0
凤凰城带露台精装房 正三室两厅两卫,璧山,120,10619 元/m²,0,0
璧河名都 正三室两厅两卫 全新精装大阳台,璧山,95,9223 元/m²,0,0
轻轨站旁花园小区 家装带家具家电 正三室两厅两卫,璧山,78,6760 元/m²,0,0
中央美地上叠端户  带车位两个露台 高品质小区,璧山,190,11656 元/m²,0,0
天湖花园 大跃层带露台 中式风格 四室两厅三卫,璧山,135,7584 元/m²,0,0
欧鹏凤凰城 家装三室两厅两卫 带家具家电,璧山,90.8,8816 元/m²,0,0
欧鹏御府小高 正三室两厅两卫 现代轻奢风格 高品质小区,璧山,103,10619 元/m²,0,0
碧桂园 正三室两厅两卫带观景阳台 视野开阔 现代简约风格,璧山,95,9694 元/m²,0,0
碧桂园 温馨两室两厅带全新家具,璧山,75.8,9595 元/m²,1,0
金隅万科朝南1居室采光好,,,,0,0
白鹭湾儿童公园旁 正四室两厅两卫 北欧风格 端头,璧山,125,10776 元/m²,0,0
秋实学府 温馨两室两厅 全新精装,璧山,75.8,9844 元/m²,0,0
俊豪城西区洋房端户 家装中式风格 大三室两厅两卫 南北通透,璧山,156,14182 元/m²,0,0
儿童公园附近白鹭湾 正四室两厅两卫 现代简约风格带家具家电,璧山,130,10833 元/m²,0,0
首创清水正三房，近轻轨，朝南朝中庭，安静宜居！,沙坪坝,148,14855 元/m²,0,1
小区绿化面积好，楼层适中，户型方正，出行方便。,渝北,160,12493 元/m²,0,1
西区 中航翡翠城高层三房155万,渝北,156.8,17231 元/m²,1,1
轻轨9号线旁，精装花园洋房，户型房正，采光好,渝北,239,17955 元/m²,0,1
两路空港 汇祥林里3000二期三房250万,渝北,242.99,19285 元/m²,0,1
业主诚心卖房子精装修，随时可以看房,渝北,248,18480 元/m²,0,1
西区 天晋四房230万,渝北,230,16197 元/m²,0,1
精装修自家装修，纯洋房社区，小区环境好，出行方便,渝北,249,19899 元/m²,0,1
享受配套成熟，适合住家，近商圈，近轻轨,渝北,270,24142 元/m²,0,1
住家精装3房 正朝南 总高17层 中间楼层 楼下轻轨,渝北,168.8,23341 元/m²,0,1
三房两卫，户型方正，楼层好，视野开阔，交通方便,渝北,168,14737 元/m²,0,1
泽科标准三房 户型方正 交通方便 配套齐全,渝北,155,14880 元/m²,0,1
住家精装4房，户型方正，配套成熟，诚心出售。,渝北,190,14685 元/m²,0,0
轻轨旁 精装三房 朝正南 楼层视野好,渝北,155,15816 元/m²,0,1
中间楼层 采光霸道 视野无遮挡 自住装修,渝北,192,22459 元/m²,0,1
公园旁精装三室近轻轨医院商圈，业主诚心出售。,渝北,206,24831 元/m²,0,1
户型方正，视野开阔，采光充足，开放式城市公园,渝北,211,19883 元/m²,0,0
中央公园，头排小区，轻奢装修风格，双轻轨,渝北,204.8,24545 元/m²,0,1
融创大四房，板式结构，户型好，环境舒适,渝北,195,14443 元/m²,0,0
精装电梯洋房  板式结构  带车位 近轻轨  双公园,渝北,210,17213 元/m²,0,1
诚心出售 清水三房满足您的居住需求,渝北,157,17640 元/m²,0,1
日月潭住家装修小三房，业主安心卖,渝北,116,11697 元/m²,0,1
东原精装两房 户型方正 住家安静,江北,148,17998 元/m²,0,1
大石坝 东原D7两房153万,江北,145,18148 元/m²,0,1
大石坝商圈 首创精装住家2房 业主换房出售,江北,135,17171 元/m²,0,1
大石坝 华润中央公园四房295万,江北,295,19685 元/m²,0,1
金隅万科朝南1居室采光好,,,,0,0
东原D7区 精装修3室2厅2卫 带产权车位 业主安心出售,江北,255,21080 元/m²,0,0
精装三房，视野开阔，采光好，可看沙滨路夜景,江北,204,16717 元/m²,0,0
大石坝轻轨站楼上 小户型住宅 开发商精装单配 只要50万,江北,50,14257 元/m²,0,1
华润置地装修单间配套 朝南 住家安静 装修保持新,江北,83,17596 元/m²,0,0
轻轨出口 商圈房，出行娱乐均方便，精装修拎包入住,江北,86,18627 元/m²,0,1
正规三居室  户型方正  家电齐全  满2年  看房有钥匙,江北,98.5,9563 元/m²,0,0
精装修 户型方正 带全部家具家电 拎包入住 诚心出售,江北,160,17582 元/m²,0,1
装修精美，精品两房，朝向好，配套设施完全,江北,155,17152 元/m²,0,1
住家舒适安静，品质小区，户型方正，拎包入住,江北,160,18795 元/m²,0,1
此房满二不唯一，该小区物业好，绿化不错，采光充足，,江北,150.5,20739 元/m²,0,1
交通便利配套完善 户型方正 楼层适中 诚心出售,江北,168,20460 元/m²,0,1
装修精美，精品两房，朝向好，配套设施完全,江北,169,18734 元/m²,0,1
凤天路 万科金色悦城三期三房220万,沙坪坝,204,17436 元/m²,0,1
轻轨5号线 华润清水3房 中间楼层 户型方正 通车库,江北,210,19323 元/m²,0,0
通气一房  住宅性质 住家好装修  诚意出售,江北,85,17336 元/m²,0,1
沙滨路 美丽山水 精装2房2卫 看江朝中庭 带露台,沙坪坝,190,14844 元/m²,0,1
雍江悦庭  精装两房  朝向东南方 诚心出售,渝中,190,22711 元/m²,0,0
滨江路两房带院馆，户型方正，朝向安静，住家舒适,沙坪坝,120,16774 元/m²,0,1
华宇金沙港湾      视野开阔       电梯房     滨江路,沙坪坝,120,11976 元/m²,0,1
润丰三室户型方正，楼层好，视野开阔，交通方便，,渝北,164,15472 元/m²,0,1
山水城一期精装两房，美式精装修，很有质感,渝北,143.8,16799 元/m²,0,0
水电气三通，总价低，实用有两层,北碚,32,9490 元/m²,0,1
朝南视野好，品质小高层，三房双卫户型方正,渝北,180,20930 元/m²,0,1
精装修，领包入住。采光好!!!,江北,250,16667 元/m²,0,0
大石坝 首创鸿恩国际生活社区三房210万,江北,213,16641 元/m²,0,1
两江蔡家 爱琴海，户型方正，小区环境好，很安静。,北碚,120,14380 元/m²,0,1
两江蔡家，精装2房，户型方正，采光通透好,北碚,101,12468 元/m²,0,1
品质小洋房，小区环境好，业主诚心出售,北碚,138,15255 元/m²,0,1
此房位于小区中庭 住家安静 精装修 拎包入住,江北,193,19764 元/m²,0,0
急售，满五年，户型方正，楼层好，视野宽阔，采光充足,沙坪坝,195,16667 元/m²,0,1
金隅万科朝南1居室采光好,,,,0,0
化龙桥 瑞安翠湖天地(住宅)两房211万,渝中,211,24824 元/m²,0,1
大石坝东原D8公馆单间配套诚心出售,江北,52,15490 元/m²,0,1
首创鸿恩国际生活区2棟出售变现,江北,90,18043 元/m²,0,1
业主自述装修很好很好，商圈旁边！,江北,175,20185 元/m²,0,0
大石坝 华润中央公园两房150万,江北,157,17792 元/m²,0,0
凤天路 万科金色悦城三期五房385万,沙坪坝,385,26660 元/m²,0,1
凤天路 万科金色悦城四期三房155万,沙坪坝,155,16402 元/m²,0,1
带车位，采光充足，视野好，楼层适中,江北,168,19986 元/m²,0,1
沙滨路 **.美丽山水四房236万,沙坪坝,236,14658 元/m²,0,1
沙滨路 财信沙滨城市C区两房110万,沙坪坝,110,14667 元/m²,0,1
195万，财信沙滨城市，次新三居室,沙坪坝,195,17105 元/m²,0,1
大石坝 东原D7两房140万,江北,140,18970 元/m²,0,0
北滨路 华润中央公园 住家三房 朝中庭 朝南 住家安静,江北,200,18790 元/m²,0,0
石马河 万科悦湾南区四房255万,江北,255,17230 元/m²,0,0
石坪桥 桃源丽景两房110万,九龙坡,110,14286 元/m²,0,1
石坪桥 万科西城三房126万,九龙坡,126,16667 元/m²,0,1
业主诚心出售，户型方正，看房方便.,沙坪坝,93,13286 元/m²,0,1
照母山 建工依山郡三房280万,渝北,280,24348 元/m²,0,1
照母山 万科城两房165万,渝北,165,21154 元/m²,0,1
照母山 万科城三房220万,渝北,220,21154 元/m²,0,1
保利康桥 清水三房双卫 带大阳台 业主诚心出售,沙坪坝,148,12870 元/m²,0,1
沙滨路  保利康桥  清水3房  朝中庭  随时看房,沙坪坝,142,12137 元/m²,0,1
沙滨路  沙宾城市  清水2房带书房 一线看江 随时看房,沙坪坝,132,16604 元/m²,0,1
保利康桥，住家两房，拎包入住，朝中庭，安静不吵。,沙坪坝,120,13562 元/m²,0,1
正规二房。清水，低楼层，采光好，业主诚心卖。,沙坪坝,117,13512 元/m²,0,1
保利康桥装修三房，低楼层，看房方便，业主诚心出售。,沙坪坝,130,11961 元/m²,0,1
沙坪坝9号线出口旁，小区环境好朝向安静，,沙坪坝,102,11572 元/m²,0,1
沙宾路 沙宾城市 精装3房 拎包入住 诚心出售,沙坪坝,205,17521 元/m²,0,1
人和 万科.缇香郡三房220万,渝北,220,15603 元/m²,0,1
鱼洞 凯川大江东岸两房64万,巴南,64,8312 元/m²,0,1
金隅万科朝南1居室采光好,,,,0,0
财信沙滨城市精装 三室出售   ！ ！,沙坪坝,205,16667 元/m²,0,1
保利康桥装修2房 朝南，装修好。业主诚心出售。,沙坪坝,119,13312 元/m²,0,1
加州新牌坊 北城国际中心两房135万,渝北,135,15517 元/m²,0,1
蔡家爱琴海洋房，精装2房，多阳台,北碚,112,12593 元/m²,0,1
保利康桥清水三房朝东南，可以看江，高楼层视野好,沙坪坝,165,14548 元/m²,0,1
保利康桥 精装三房  视野好   采光好,沙坪坝,166,13569 元/m²,0,1
9号线旁精装修看江三房  带家具家电出售可拎包入住,沙坪坝,167,16432 元/m²,0,1
出行方便，三房加保姆间，户型方正，,沙坪坝,175,13158 元/m²,0,1
沙滨路 财信沙滨城市A区三房200万,沙坪坝,200,16221 元/m²,0,1
沙滨路 财信沙滨城市C区两房110万,沙坪坝,110,14667 元/m²,0,1
石坪桥 万科西九三房150万,九龙坡,150,18473 元/m²,0,1
加州新牌坊 长安锦绣城一房120万,渝北,120,18021 元/m²,0,1
大石坝 首创鸿恩国际生活社区两房150万,江北,150,16667 元/m²,0,0
首付25万大坪龙湖商圈万科品质楼盘精装大2房急售,渝中,128,17729 元/m²,0,0
沙坪坝区 首创光和城2房96.5万,沙坪坝,96.5,13403 元/m²,0,0
江北大石坝精装3室2下厅91平米110,江北,110,12088 元/m²,0,0
协信天骄公园 花园洋房 4房2卫朝中庭 居家安静 临近轻轨站,渝北,260,18841 元/m²,0,0
大竹林天骄公园 4+2小高层 2梯3户 朝中庭居家舒适安静,渝北,230,17969 元/m²,0,1
照母山光环购物中心旁优质叠拼别墅  精装修领包入住  满二,渝北,300,25210 元/m²,0,0
照母山光环购物中心旁优质叠拼别墅  精装修领包入住  满二,渝北,305,22101 元/m²,0,0
高端人士喜欢 重庆住宅标杆产品 豪华装修 朝东 1房2厅2卫,渝北,230,26136 元/m²,0,0
重庆住宅标杆产品 精装修领包入住 满五 采光好 3房2厅2卫,渝北,399,21803 元/m²,0,0
恒大绿岛新城 正三室两厅两卫带书房 家装带家具家电,璧山,99.8,9045 元/m²,0,0
璧河名都 温馨两室两厅带大露台,璧山,86,10361 元/m²,0,0
天骄公园 一线江景视野 三房153万 采光通透 临近轻轨站,渝北,153,16630 元/m²,0,0
照母山融创凡尔赛 精装修 3房2卫拎包入住188万 居家舒适,渝北,188,18990 元/m²,0,0
学府居 大三室两厅两卫 四合院 全新精装带大阳台,璧山,69.8,5817 元/m²,1,0
大竹林金科天元道花园洋房 160平四房双卫288万临近轻轨站,渝北,288,18000 元/m²,0,0
照母山洋房 康田蔚蓝海 3房2卫 居家舒适156万 环境优雅,渝北,156,16774 元/m²,0,0
金隅万科朝南1居室采光好,,,,0,0
金科天元道砚北A组团 纯洋房四室两厅两卫 带车位居家舒适安静,渝北,310,19872 元/m²,0,0
龙湖新江与城清晖时光 200万买113平三房双卫 居家舒适,渝北,200,17699 元/m²,0,0
照母山 融创凡尔赛四期 正规两房140万 采光通透 居家舒适,渝北,140,19718 元/m²,0,0
大竹林天骄公园 洋房环境 2梯3户小洋楼 居家安静临近轻轨站,渝北,220,19820 元/m²,0,0
新江与城青晖时光 三房双卫大阳台129平米 龙湖物业居家舒适,渝北,216,16744 元/m²,0,0
龙湖新江与城 四房双卫148平米 只需242万 小区公园环绕,渝北,242,16351 元/m²,0,0
龙湖新江与城 179平视野开阔看江大平层 5房3卫 居家舒适,渝北,300,16760 元/m²,0,0
东原D7小区商圈小户型精装出售,江北,76.5,16630 元/m²,0,0
金科天元道 3房2卫185万 出门公园散步 临近大竹林轻轨站,渝北,185,17453 元/m²,0,0
天骄公园必看好房 4房双卫218万 看公园 临近大竹林轻轨站,渝北,218,17165 元/m²,1,0
协信天骄公园 三房160万 朝中庭居家舒适安静 临近轻轨站,渝北,160,17391 元/m²,0,0
协信天骄公园 带露台3楼洋房260万 内圈位置 居家舒适安静,渝北,260,20000 元/m²,0,0
协信天骄公园 正规两房145万 视野开阔 采光通透临近轻轨站,渝北,145,17683 元/m²,0,0
协信天骄公园 一线江景 正规两房150万 视野开阔临近轻轨站,渝北,145,18590 元/m²,0,0
协信天骄公园 横厅4房2卫带花园 居家舒适环境安静临近轻轨站,渝北,290,20280 元/m²,0,0
协信天骄公园 一线江景房 3房2卫视野开阔185万临近轻轨站,渝北,185,19072 元/m²,0,0
采光良好，高楼层视野开阔，正规两室,北碚,120,14903 元/m²,0,0
碧桂园 温馨三室两厅 精装修带家具家电,璧山,88,9462 元/m²,0,0
蔡家爱琴海洋房，精装两房，拎包入住，业主诚心出售,北碚,111,12960 元/m²,0,0
爱琴海物业租售中心服务费低至1.5%,北碚,135,15698 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,112,14627 元/m²,0,0
金科博翠 品质装修三室两厅 带家具家电 望御湖,璧山,148,13455 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,108,13937 元/m²,0,0
九龙坡去盘龙社区，隆鑫西城汇次新小区，精装两房诚心出售。,九龙坡,108,13937 元/m²,0,0
 轻轨站旁公寓，配套齐全,北碚,30,7143 元/m²,0,0
蔡家精装修大三房户型方正出行方便装的很好价格可以谈,北碚,200,15152 元/m²,0,0
九龙坡隆鑫西城汇次新小区，精装两房南北朝向，看房方便。,九龙坡,110,14304 元/m²,0,0
凤凰城 大四室两厅两卫 装修带质保 望中庭,璧山,125,8681 元/m²,0,0
碧桂园 现代北欧风格 大三室两厅两卫带L型大飘窗,璧山,93.8,9571 元/m²,0,0
蔡家洋房130万+车位  户型好 楼层好 日照充足 ,北碚,130,13831 元/m²,0,0
金隅万科朝南1居室采光好,,,,0,0
渝北中-央公园正三房，业主诚心，住家舒适，近地铁公园,渝北,270,12273 元/m²,0,0
朝中庭、**位置，精装大户型,渝北,310,21831 元/m²,0,1
西永 首创光和城四期三房153万,沙坪坝,153,16423 元/m²,0,1
户型方正 采光好 视野开阔 精装修 交通便利,沙坪坝,128,16758 元/m²,0,1
北滨路 招商江湾城三房280万,江北,280,23333 元/m²,0,1
直港 晋愉.上江城三房158万,九龙坡,152,11875 元/m²,1,0
首创二期精装两房，自住装修，交通便利，,沙坪坝,126,15650 元/m²,0,0
首创三期精装自住房，诚心出售，配套齐全,沙坪坝,132,18333 元/m²,0,0
首创二期精装两房，自住装修，交通便利，,沙坪坝,135,16768 元/m²,0,0
